,branch,PT,TY,LAB,V_plc,L2-NORM,U(1),U(2),U(3),U(4),U(5),lambda4
1,3,1,0,0,0.0028846069293,1.8371637831,0.63536377323,0.13468308261,1.7024783321,0.23307707292,0.023750013748,0.0
2,3,2,0,0,0.0028846790382,1.8371637935,0.63536377534,0.13468308241,1.7024783424,0.233077074,0.02375001365,-0.00199999987
3,3,3,0,0,0.0028847511502,1.8371638041,0.63536377749,0.1346830822,1.7024783529,0.2330770751,0.023750013551,-0.0039999997345
4,3,4,0,0,0.0028848953849,1.8371638254,0.6353637818,0.13468308178,1.702478374,0.2330770773,0.023750013353,-0.0079999994632
5,3,5,0,0,0.0028851838978,1.8371638678,0.6353637904,0.13468308095,1.7024784161,0.23307708171,0.023750012957,-0.015999998921
6,3,6,0,0,0.00288554462,1.8371639209,0.63536380116,0.13468307992,1.7024784687,0.23307708722,0.023750012462,-0.025999998243
7,3,7,0,0,0.0028859054325,1.8371639741,0.63536381192,0.13468307888,1.7024785213,0.23307709273,0.023750011966,-0.035999997563
8,3,8,0,0,0.0028862663352,1.8371640272,0.63536382269,0.13468307784,1.702478574,0.23307709824,0.023750011471,-0.045999996882
9,3,9,0,0,0.0028866273282,1.8371640803,0.63536383345,0.1346830768,1.7024786266,0.23307710375,0.023750010975,-0.055999996201
10,3,10,0,0,0.0028869884115,1.8371641335,0.63536384422,0.13468307576,1.7024786793,0.23307710926,0.023750010479,-0.065999995518
11,3,11,0,0,0.0028873495851,1.8371641867,0.635363855,0.13468307473,1.702478732,0.23307711478,0.023750009984,-0.075999994836
12,3,12,0,0,0.0028877108491,1.8371642398,0.63536386577,0.13468307369,1.7024787847,0.2330771203,0.023750009487,-0.085999994152
13,3,13,0,0,0.0028880722035,1.837164293,0.63536387655,0.13468307265,1.7024788374,0.23307712581,0.023750008991,-0.095999993467
14,3,14,0,0,0.0028884336484,1.8371643463,0.63536388733,0.13468307161,1.7024788902,0.23307713133,0.023750008495,-0.10599999278
