,branch,PT,TY,LAB,V_plc,L2-NORM,PERIOD,PAR(5),PAR(6),PAR(7),PAR(8),PAR(40),PAR(41),PAR(42),PAR(43),PAR(80)
1,-1,-1,9,1,0.52,0.71323064659,96.0205,0.5689841,1.1752232133,0.33159000228,0.46515591286,0.040316529324,0.29495661594,0.00093907382361,0.073301987984,4.0
2,-1,-2,0,0,0.52000333344,0.71322811136,96.020597045,0.56898358892,1.1752198983,0.33159078227,0.46515893617,0.040316638304,0.29495614647,0.00093899138227,0.073302815459,4.0
3,-1,-3,0,0,0.52000781491,0.7132242069,96.020698537,0.56898295273,1.1752107594,0.33159143626,0.46516293324,0.04031678825,0.29495546948,0.00093899788838,0.073303935013,4.0
4,-1,-4,0,0,0.52001109554,0.71322134722,96.020774218,0.56898248713,1.1752040946,0.33159201226,0.46516627163,0.040316995581,0.29495502231,0.00093846182701,0.073304714573,4.0
5,-1,-5,0,0,0.52001601426,0.71321705734,96.020889876,0.56898178921,1.1751940682,0.33159272608,0.4651706593,0.040317167119,0.29495430233,0.00093846954615,0.073305943648,4.0
6,-1,-6,0,0,0.52002338736,0.71321062171,96.02106817,0.56898074342,1.1751790456,0.33159379197,0.46517723656,0.040317424897,0.29495323689,0.00093848110919,0.073307787993,4.0
7,-1,-7,0,0,0.52003443567,0.71320096648,96.021346399,0.56897917721,1.1751565717,0.33159537895,0.46518749349,0.040318015191,0.29495143679,0.00093853439633,0.073311065296,4.0
8,-1,-8,0,0,0.52005098245,0.71318647982,96.021787939,0.56897683339,1.175122919,0.33159773689,0.46520227027,0.040318612494,0.29494898288,0.00093855978503,0.073315261037,4.0
9,-1,-9,0,0,0.52006749802,0.71317198881,96.022258393,0.56897449613,1.1750893701,0.33160006619,0.46521702072,0.040319212759,0.29494661625,0.00093858506907,0.073319461403,4.0
10,-1,-10,0,0,0.52008398194,0.71315749375,96.022757624,0.56897216538,1.1750559265,0.33160236854,0.46523238921,0.040320056139,0.29494530357,0.00093857622731,0.07332494361,4.0
11,-1,-11,0,0,0.52010043383,0.71314299492,96.023285496,0.5689698411,1.1750225831,0.33160464156,0.46524707774,0.040320672464,0.29494260479,0.00093860179395,0.073329207219,4.0
12,-1,-12,0,0,0.52011685329,0.71312849258,96.023841877,0.56896752322,1.1749893437,0.33160688707,0.46526173868,0.040321291857,0.2949399927,0.00093862726736,0.073333475692,4.0
13,-1,-13,0,0,0.52013323994,0.713113987,96.024426632,0.56896521171,1.1749559556,0.33160907709,0.46527562145,0.040321144652,0.29493718565,0.00093869702828,0.073335326032,4.0
14,-1,-14,0,0,0.52014959342,0.71309947843,96.025039628,0.5689629065,1.1749229336,0.33161126787,0.46529023505,0.040321729909,0.29493485746,0.0009387230491,0.073339491138,4.0
15,-1,-15,0,0,0.52016591333,0.71308496714,96.025680732,0.56896060756,1.1748900159,0.33161343223,0.46530482006,0.040322318097,0.29493261339,0.00093874899171,0.073343660592,4.0
16,-1,-16,0,0,0.52018219932,0.71307045338,96.026349814,0.56895831482,1.1748571923,0.33161556185,0.46532013025,0.04032301156,0.29493513113,0.00093926679042,0.073348588466,4.0
17,-1,-17,0,0,0.52019845102,0.71305593742,96.027046741,0.56895602823,1.1748244836,0.33161767434,0.4653346484,0.040323613147,0.29493224887,0.00093928933677,0.073352808214,4.0
18,-1,-18,0,0,0.52021466808,0.71304141949,96.027771385,0.56895374775,1.1747918795,0.33161976147,0.46534913682,0.040324217761,0.2949294512,0.00093931175168,0.073357032516,4.0
19,-1,-19,0,0,0.52023085013,0.71302689985,96.028523615,0.56895147332,1.1747594058,0.33162186365,0.46536329719,0.040324688579,0.29492499757,0.00093880301275,0.073359898106,4.0
20,-1,-20,0,0,0.52024699684,0.71301237875,96.029303302,0.56894920489,1.1747270106,0.33162390234,0.46537773155,0.040325235762,0.29492257846,0.00093882782689,0.073363921747,4.0
21,-1,-21,0,0,0.52026310786,0.71299785643,96.030110318,0.56894694242,1.1746947201,0.33162591671,0.46539213524,0.040325785726,0.29492024119,0.00093885255397,0.07336794901,4.0
22,-1,-22,0,0,0.52027918284,0.71298333313,96.030944536,0.56894468584,1.1746624747,0.33162787536,0.46540680027,0.040326710934,0.29492056181,0.00093891364081,0.07337427156,4.0
23,-1,-23,0,0,0.52029522146,0.7129688091,96.031805829,0.5689424351,1.1746303948,0.33162984103,0.46542113808,0.040327333032,0.29491800847,0.00093893884602,0.073378529423,4.0
24,-1,-24,0,0,0.52031122339,0.71295428457,96.032694071,0.56894019016,1.1745984198,0.33163178338,0.46543544421,0.040327958287,0.29491553617,0.00093896397553,0.073382791944,4.0
25,-1,-25,0,0,0.52032718828,0.71293975978,96.033609136,0.56893795097,1.1745667049,0.33163364134,0.46544967046,0.040327944344,0.29491218514,0.0009391066017,0.073384001292,4.0
26,-1,-26,0,0,0.52034311584,0.71292523497,96.0345509,0.56893571746,1.1745349365,0.33163553745,0.46546390864,0.040328525893,0.29491049408,0.00093912928021,0.073388092136,4.0
27,-1,-27,0,0,0.52035900574,0.71291071035,96.035519239,0.5689334896,1.1745032732,0.33163741121,0.46547811416,0.040329110424,0.29490888022,0.00093915185255,0.073392186864,4.0
28,-1,-28,0,0,0.52037485767,0.71289618617,96.036514028,0.56893126732,1.1744716895,0.3316393276,0.46549217018,0.040330568946,0.29491178781,0.00093902746992,0.073399397335,4.0
29,-1,-29,0,0,0.52039067131,0.71288166266,96.037535146,0.56892905059,1.1744402371,0.33164115825,0.46550631609,0.040331124584,0.29491060324,0.0009390511335,0.07340328421,4.0
30,-1,-30,0,0,0.52040644636,0.71286714003,96.03858247,0.56892683933,1.1744088897,0.33164296751,0.46552042852,0.04033165239,0.29490794496,0.00093907471009,0.073407174047,4.0
31,-1,-31,0,0,0.52042218252,0.71285261852,96.039655881,0.56892463352,1.1743776758,0.33164472892,0.46553436491,0.040331504966,0.29490447976,0.00093909417523,0.073408824144,4.0
32,-1,-32,0,0,0.5204378795,0.71283809834,96.040755255,0.56892243308,1.1743465378,0.33164649602,0.46554840003,0.040332108308,0.29490335466,0.00093911781749,0.073412961255,4.0
33,-1,-33,0,0,0.520453537,0.71282357972,96.041880473,0.56892023798,1.1743155051,0.33164824265,0.46556240072,0.040332714773,0.29490230293,0.00093914137751,0.073417102448,4.0
34,-1,-34,0,0,0.52046915473,0.71280906287,96.043031415,0.56891804816,1.1742843898,0.33165000753,0.46557577135,0.040333937984,0.29489973154,0.00093929279184,0.073423840455,4.0
35,-1,-35,0,0,0.52048473241,0.71279454801,96.044207965,0.56891586356,1.1742535721,0.33165171626,0.46558969873,0.040334583889,0.29489871688,0.00093931773132,0.073427711025,4.0
36,-1,-36,0,0,0.52050026975,0.71278003535,96.045410002,0.56891368415,1.1742228596,0.33165340539,0.46560360973,0.040335233137,0.29489777428,0.00093934260843,0.073431584497,4.0
37,-1,-37,0,0,0.52051576649,0.71276552512,96.046637409,0.56891150986,1.1741922171,0.33165509726,0.46561785119,0.040335011804,0.29489061293,0.00093925433692,0.073432883292,4.0
38,-1,-38,0,0,0.52053122233,0.71275101751,96.047890071,0.56890934065,1.1741617006,0.33165674684,0.46563168899,0.040335591217,0.29488923666,0.00093927683711,0.073436902836,4.0
39,-1,-39,0,0,0.52054663701,0.71273651275,96.04916787,0.56890717647,1.1741312895,0.33165837769,0.46564549083,0.04033617368,0.2948879325,0.00093929925127,0.07344092596,4.0
40,-1,-40,0,0,0.52056201027,0.71272201103,96.050470691,0.56890501726,1.1741009215,0.33165992194,0.46565978807,0.040336753009,0.29488754423,0.00093960651955,0.073445011085,4.0
41,-1,-41,0,0,0.52057734185,0.71270751257,96.051798419,0.56890286298,1.1740707379,0.33166151529,0.46567351048,0.040337354778,0.2948864751,0.00093963190474,0.073449090827,4.0
