,branch,PT,TY,LAB,V_plc,L2-NORM,PERIOD,PAR(5),PAR(6),PAR(7),PAR(8),PAR(40),PAR(41),PAR(42),PAR(43),PAR(80)
1,-1,-1,9,1,0.5,0.7661404992,80.2089,0.5711229,1.2093995199,0.33329372459,0.44697788726,0.040407813818,0.31509277838,0.00091913526838,0.070768156911,4.0
2,-1,-2,0,0,0.50000197389,0.76612808048,80.208087856,0.57111868996,1.20939725,0.33329386538,0.44697976557,0.040407856665,0.31509229594,0.00091903075733,0.070768563845,4.0
3,-1,-3,0,0,0.50001779361,0.76610902176,80.209910006,0.57111700891,1.2093703138,0.33329202201,0.44699421487,0.040408196132,0.31508824597,0.00091904485898,0.070771829846,4.0
4,-1,-4,0,0,0.50002121168,0.76610490001,80.210305206,0.57111664509,1.2093644308,0.33329160905,0.44699859061,0.040408280623,0.31509124032,0.00091913363042,0.070773998295,4.0
5,-1,-5,0,0,0.50002633595,0.76609871825,80.210898678,0.57111609926,1.2093557036,0.33329101344,0.44700326813,0.040408391101,0.31509006827,0.00091913852154,0.070775040097,4.0
6,-1,-6,0,0,0.50003401597,0.76608944752,80.211790402,0.57111528029,1.2093426226,0.33329012162,0.44701027851,0.040408557204,0.31508831348,0.0009191458599,0.070776602991,4.0
7,-1,-7,0,0,0.50004552159,0.76607554579,80.213131398,0.57111405131,1.2093231643,0.33328868875,0.44702094599,0.040408832845,0.31508109852,0.00091909158072,0.070779421836,4.0
8,-1,-8,0,0,0.50006274756,0.766054703,80.21515057,0.57111220667,1.2092938262,0.33328669387,0.44703665433,0.040409207886,0.31507672118,0.00091910737609,0.070783202358,4.0
9,-1,-9,0,0,0.50008851325,0.76602346108,80.218196619,0.57110943705,1.20924993,0.3332837199,0.44706014913,0.040409774897,0.31507019265,0.00091913108497,0.070788877167,4.0
10,-1,-10,0,0,0.50012699622,0.76597664872,80.22280465,0.57110527653,1.2091843081,0.33327937662,0.44709523576,0.040410578038,0.31506072227,0.00091911796399,0.070795593493,4.0
11,-1,-11,0,0,0.50016527928,0.76592989789,80.22745949,0.57110110861,1.2091189976,0.33327501187,0.44713014,0.040411480666,0.31505144465,0.00091915174817,0.070803531473,4.0
12,-1,-12,0,0,0.50020336102,0.76588320965,80.232161202,0.57109693317,1.2090539922,0.33327069734,0.44716485815,0.040412395964,0.31504227089,0.00091918556718,0.070811476225,4.0
13,-1,-13,0,0,0.50024124012,0.76583658494,80.236909855,0.57109275007,1.2089893518,0.33326644578,0.44719946311,0.040413407734,0.31503316563,0.00091924601558,0.070821286259,4.0
14,-1,-14,0,0,0.50027891528,0.7657900247,80.241705517,0.57108855918,1.2089249657,0.3332622322,0.44723383824,0.040414281726,0.31502341413,0.00091928096152,0.070829747113,4.0
15,-1,-15,0,0,0.50031638517,0.76574352991,80.246548248,0.57108436038,1.2088608904,0.33325806962,0.4472680238,0.040415168302,0.31501376833,0.0009193159522,0.070837618946,4.0
16,-1,-16,0,0,0.5003536485,0.76569710152,80.251438109,0.57108015352,1.2087971053,0.33325397788,0.4473018002,0.040416522566,0.31500423389,0.00091941015957,0.070843785168,4.0
17,-1,-17,0,0,0.50039070397,0.76565074053,80.256375155,0.57107593849,1.2087336565,0.33324991739,0.44733556846,0.040417367815,0.31499480067,0.0009194467913,0.070852042445,4.0
18,-1,-18,0,0,0.50042755027,0.76560444793,80.261359435,0.57107171513,1.2086705244,0.33324590862,0.44736914341,0.04041822556,0.31498547582,0.00091948348041,0.070860310341,4.0
19,-1,-19,0,0,0.50046418612,0.76555822471,80.266390998,0.57106748333,1.2086078079,0.33324193501,0.44740257274,0.040418860293,0.31497642776,0.00091969640516,0.070869080736,4.0
