,branch,PT,TY,LAB,V_plc,L2-NORM,PERIOD,PAR(5),PAR(6),PAR(7),PAR(8),PAR(40),PAR(41),PAR(42),PAR(43),PAR(80)
1,-1,-1,9,1,0.525,0.69532542772,104.6319,0.5684993,1.1680337664,0.33049236405,0.46973351878,0.040299200599,0.29172092981,0.00094387992389,0.073950733797,4.0
2,-1,-2,0,0,0.52500281111,0.6953260197,104.63187531,0.56849657086,1.1680298093,0.33049477557,0.46973599846,0.040299327602,0.29171920279,0.00094380033893,0.073951545363,4.0
3,-1,-3,0,0,0.52500781831,0.69532169347,104.63123236,0.56849547265,1.1680156771,0.33049798348,0.46974030068,0.04029955077,0.29171617287,0.00094381310003,0.073953007337,4.0
4,-1,-4,0,0,0.52501032054,0.69531953066,104.63091393,0.56849492465,1.1680090109,0.33049960365,0.46974381399,0.040299572071,0.29172204035,0.00094246865678,0.073955416983,4.0
5,-1,-5,0,0,0.52501407508,0.69531628434,104.63043971,0.5684941034,1.1679984392,0.33050199607,0.46974704044,0.040299743311,0.29172018623,0.00094247906645,0.073956535396,4.0
6,-1,-6,0,0,0.5250197095,0.69531141013,104.62973609,0.5684928732,1.1679825965,0.33050557273,0.46975188328,0.040300000744,0.2917174366,0.00094249465478,0.073958215397,4.0
7,-1,-7,0,0,0.52502816686,0.69530408825,104.62869802,0.5684910317,1.1679587047,0.33051092217,0.46976016627,0.040300386816,0.29170457767,0.00094266463696,0.073960691895,4.0
8,-1,-8,0,0,0.5250408652,0.69529308192,104.6271799,0.568488278,1.1679231872,0.33051886811,0.46977108826,0.040300975619,0.29169762395,0.00094269820758,0.073964490381,4.0
9,-1,-9,0,0,0.52505357736,0.69528204786,104.62570854,0.56848553464,1.167887763,0.33052674207,0.46978202732,0.040301567956,0.29169086287,0.00094273168573,0.073968303091,4.0
10,-1,-10,0,0,0.52506630225,0.69527098663,104.62428389,0.56848280168,1.1678527795,0.33053450429,0.46979278331,0.040302376813,0.29168388251,0.00094272321442,0.07396959761,4.0
11,-1,-11,0,0,0.52507903888,0.69525989872,104.62290588,0.56848007917,1.1678175413,0.33054223477,0.4698037538,0.040302944271,0.29167742814,0.00094275658227,0.073973330965,4.0
12,-1,-12,0,0,0.52509178624,0.69524878464,104.62157445,0.56847736715,1.1677824,0.33054989432,0.4698147386,0.040303515051,0.29167116235,0.00094278984991,0.073977077399,4.0
13,-1,-13,0,0,0.52510454334,0.69523764488,104.62028951,0.56847466568,1.1677473238,0.33055753302,0.4698255977,0.040303940148,0.29166204098,0.00094268729986,0.073981815842,4.0
14,-1,-14,0,0,0.5251173092,0.69522647994,104.61905099,0.56847197478,1.1677123771,0.33056505323,0.46983660847,0.040304534594,0.29165536979,0.00094272068998,0.073985637008,4.0
15,-1,-15,0,0,0.52513008282,0.69521529031,104.61785879,0.56846929451,1.1676775306,0.33057250372,0.46984763081,0.040305132528,0.29164888572,0.00094275395274,0.073989471285,4.0
16,-1,-16,0,0,0.52514286324,0.69520407651,104.61671282,0.56846662488,1.1676426508,0.33057988632,0.46985879635,0.040306691041,0.29164842623,0.00094276853159,0.073992349248,4.0
17,-1,-17,0,0,0.52515564948,0.69519283903,104.61561298,0.56846396593,1.1676080058,0.33058719817,0.46986983897,0.040307352439,0.29164312189,0.00094280165893,0.073995980285,4.0
18,-1,-18,0,0,0.52516844058,0.69518157835,104.61455916,0.56846131768,1.1675734641,0.33059444157,0.46988089045,0.040308017778,0.29163799706,0.00094283464536,0.073999622508,4.0
19,-1,-19,0,0,0.52518123558,0.69517029499,104.61355125,0.56845868016,1.1675391633,0.33060152435,0.46989187526,0.040307555003,0.29162458539,0.00094287774888,0.07400509509,4.0
20,-1,-20,0,0,0.52519403354,0.69515898944,104.61258912,0.56845605339,1.1675048331,0.33060863377,0.46990294191,0.04030816871,0.29161897742,0.00094291039006,0.074008998593,4.0
21,-1,-21,0,0,0.52520683351,0.69514766218,104.61167266,0.56845343739,1.167470609,0.33061567609,0.46991401477,0.040308785971,0.29161354768,0.00094294289763,0.074012914637,4.0
22,-1,-22,0,0,0.52521963455,0.69513631371,104.61080173,0.56845083216,1.1674364875,0.33062273517,0.46992534723,0.040309509011,0.29160828809,0.00094296973664,0.074014344152,4.0
23,-1,-23,0,0,0.52523243575,0.69512494452,104.6099762,0.56844823772,1.1674024784,0.33062964372,0.46993642843,0.040310105497,0.2916032095,0.00094300198942,0.074018179028,4.0
24,-1,-24,0,0,0.52524523619,0.6951135551,104.60919594,0.56844565408,1.1673685781,0.33063648656,0.46994751314,0.040310705383,0.29159830463,0.00094303410455,0.074022025448,4.0
25,-1,-25,0,0,0.52525803494,0.69510214593,104.6084608,0.56844308124,1.1673347905,0.33064325645,0.46995801314,0.04031128904,0.29159729728,0.00094306736041,0.074026152699,4.0
26,-1,-26,0,0,0.52527083113,0.69509071751,104.60777064,0.56844051921,1.1673011103,0.33064996948,0.46996910481,0.040311898129,0.29159038561,0.00094309919841,0.074030036979,4.0
27,-1,-27,0,0,0.52528362385,0.6950792703,104.60712529,0.56843796797,1.1672675414,0.33065661824,0.46998019759,0.040312510678,0.29158365221,0.00094313089898,0.074033932637,4.0
28,-1,-28,0,0,0.52529641222,0.69506780479,104.60652461,0.56843542754,1.1672340507,0.33066321358,0.46999166529,0.040313459209,0.29157127411,0.00094315735747,0.074036526003,4.0
